"","PolyA_1101","PolyA_1548","PolyA_1628","RiboDep_1101","RiboDep_1548","RiboDep_1628"
"g47905",0,0,0,16,20,11
"g47907",0,0,0,21,35,31
"g47908",0,0,0,10,13,30
"g47910",0,0,0,23,25,21
"g47911",0,0,0,10,11,5
"g47912",0,0,0,16,28,17
"g47913",0,0,0,13,23,28
"g47920",0,0,0,35,59,54
"g47921",0,0,0,35,53,60
"g47922",0,0,0,33,48,46
"g47926",0,0,0,9,27,13
"g47927",0,0,0,8,24,7
"g47928",0,0,0,44,89,26
"g47929",0,0,0,3,12,3
"g47930",0,0,0,15,32,4
"g47932",0,0,0,11,40,22
"g47933",0,0,0,3,11,2
"g47934",0,0,0,23,48,33
"g47935",0,0,0,14,25,10
"g47936",0,0,0,9,22,41
"g47937",0,0,0,18,17,1
"g47944",0,0,0,4,17,12
"g47949",0,2,0,0,25,32
"g47955",0,0,0,5,18,30
"g47956",0,0,0,28,56,44
"g47957",0,0,0,26,40,29
"g47960",0,3,0,0,17,11
"g47961",0,0,0,3,27,13
"g47963",0,0,0,6,19,23
"g47968",0,0,0,8,51,50
"g47971",0,1,0,8,27,15
"g48015",0,2,0,34,43,44
"g48020",0,0,0,20,20,34
"g48024",0,0,0,28,39,37
"g48038",0,0,0,2,16,9
"g48040",0,0,0,2,16,9
"g48041",0,0,0,16,13,18
"g48043",0,0,0,23,42,21
"g48049",0,0,18,52,104,126
"g48065",0,0,0,17,36,28
"g48101",0,0,0,114,175,147
"g48110",0,0,3,16,12,25
"g48146",0,0,0,6,15,10
"g48149",0,0,0,33,5,33
"g48150",0,0,0,20,38,37
"g48191",0,0,0,18,6,12
"g48200",0,0,1,2,13,4
"g48265",0,0,5,0,15,20
"g48292",0,2,3,55,52,23
"g48337",0,0,0,28,55,34
"g48341",0,1,0,17,1,2
"g48342",0,0,0,29,11,12
"g48390",0,0,4,19,14,39
"g48393",0,0,0,10,11,3
"g48396",0,0,0,40,20,14
"g48397",0,0,6,17,17,12
"g48399",0,0,0,17,30,13
"g48402",0,0,0,2,3,2
"g48403",0,0,0,1,10,2
"g48405",0,0,0,22,47,32
"g48418",0,0,0,9,6,12
"g48419",0,0,0,5,17,16
"g48463",0,0,0,9,32,17
"g48474",0,7,3,26,43,38
"g48475",0,2,0,3,13,11
"g48476",0,0,2,12,6,17
"g48480",0,0,0,10,2,5
"g48510",0,9,4,92,90,81
"g48557",0,0,0,2,7,5
"g48558",0,0,0,5,22,7
"g48580",0,0,0,24,37,21
"g48591",0,8,3,12,28,15
"g48626",0,0,0,4,8,7
"g48633",0,2,0,6,12,22
"g48646",0,2,0,30,62,33
"g48658",0,0,0,22,21,26
"g48659",0,0,0,43,40,23
"g48660",0,2,0,11,19,17
"g48667",0,0,0,24,3,11
"g48670",0,0,0,15,32,12
"g48682",0,3,0,16,12,21
"g48701",0,0,0,7,36,18
"g48702",0,0,0,10,14,8
"g48703",0,0,0,15,24,19
"g48705",0,0,0,1,9,2
"g48706",0,0,1,5,11,6
"g48707",0,0,0,4,7,2
"g48708",0,0,0,6,21,9
"g48710",0,0,0,1,19,4
"g48712",0,0,0,8,60,13
"g48713",0,0,0,10,48,12
"g48716",0,0,0,11,79,13
"g48724",0,0,0,41,32,75
"g48729",0,0,0,3,8,12
"g48730",0,0,0,18,11,23
"g48732",0,0,0,29,10,55
"g48733",0,0,0,13,22,11
"g48734",0,1,0,6,2,15
"g48735",0,0,0,2,3,7
"g48739",0,0,0,3,5,15
"g48766",0,0,0,41,38,16
"g48767",0,0,0,14,23,24
"g48776",0,0,0,13,11,13
"g48781",0,0,0,13,30,48
"g48816",0,0,0,15,8,22
"g48817",0,0,0,20,19,13
"g48827",0,0,0,14,36,21
"g48828",0,0,0,24,20,16
"g48832",0,0,0,1,5,25
"g48837",0,0,0,3,25,21
"g48847",0,0,0,6,5,15
"g48848",0,0,0,20,28,37
"g48849",0,0,0,16,30,33
"g48856",0,0,0,16,15,10
"g48857",0,0,0,5,16,8
"g48863",0,1,0,7,12,7
"g48865",0,0,0,12,42,11
"g48874",0,0,0,9,30,36
"g48875",0,0,0,12,36,36
"g48880",0,0,3,2,6,16
"g48885",0,0,0,35,18,47
"g48886",0,0,0,10,15,28
"g48887",0,0,0,13,1,17
"g48891",0,0,0,5,28,17
"g48892",0,0,8,16,14,49
"g48893",0,0,0,15,24,71
"g48894",0,0,0,6,3,8
"g48897",0,0,0,4,14,16
"g48901",0,0,0,27,22,49
"g48902",0,0,0,12,11,14
"g48904",0,0,0,11,8,12
"g48906",0,0,0,19,22,33
"g48907",0,0,0,7,6,12
"g48911",0,0,0,2,9,10
"g48914",0,0,0,14,12,37
"g48915",0,0,0,8,24,26
"g48916",0,0,0,25,34,56
"g48918",0,0,0,2,12,17
"g48920",0,0,0,12,24,36
"g48921",0,1,0,13,13,18
"g48922",0,0,0,9,10,9
"g48923",0,1,0,20,55,45
"g48924",0,0,0,20,31,24
"g48926",0,0,0,11,13,12
"g48927",0,0,0,8,13,12
"g48929",0,0,0,7,18,34
"g48931",0,0,0,15,12,14
"g48932",0,0,54,36,58,126
"g48939",0,2,0,17,23,13
"g48941",0,2,0,20,39,31
"g48946",0,0,0,8,21,44
"g48947",0,0,0,19,22,42
"g48948",0,0,0,6,20,14
"g48951",0,0,0,11,12,18
"g48955",0,0,0,35,47,86
"g48956",0,0,0,3,4,22
"g48957",0,0,0,4,11,23
"g48958",0,0,0,18,19,34
"g48973",0,1,2,12,30,24
"g48974",0,2,0,18,34,33
"g48975",0,3,2,18,38,34
"g48979",0,0,0,10,27,17
"g48980",0,0,0,13,24,23
"g48991",0,0,0,15,19,45
"g48993",0,0,0,7,10,12
"g48995",0,0,0,8,13,31
"g48996",0,0,0,3,9,27
"g48997",0,0,0,38,59,99
"g49000",0,0,0,3,4,16
"g49001",0,0,0,23,55,68
"g49002",0,0,0,19,45,54
"g49003",0,0,0,14,58,72
"g49008",0,0,0,105,175,120
"g49028",0,0,0,10,15,11
"g49029",0,0,0,34,60,40
"g49030",0,0,3,14,29,16
"g49032",0,0,0,18,38,22
"g49037",0,0,1,18,24,51
"g49038",0,0,0,6,10,27
"g49039",0,0,0,3,5,13
"g49040",0,0,0,8,26,42
"g49042",0,0,4,5,14,16
"g49055",0,0,0,21,23,11
"g49056",0,0,0,25,29,17
"g49059",0,0,0,12,25,20
"g49075",0,0,0,11,24,13
"g49079",0,0,0,3,11,10
"g49080",0,0,0,5,10,9
"g49085",0,0,0,5,15,11
"g49086",0,0,0,14,19,17
"g49093",0,0,0,41,48,15
"g49097",0,0,0,8,25,19
"g49098",0,0,0,20,19,16
"g49100",0,0,0,10,19,3
"g49102",0,0,0,11,14,11
"g49103",0,0,0,3,9,6
"g49106",0,0,0,21,43,20
"g49109",0,0,0,6,12,13
"g49111",0,10,0,28,51,43
"g49112",0,0,0,73,86,86
"g49116",0,0,0,11,22,32
"g49117",0,0,0,21,33,50
"g49119",0,0,0,40,57,40
"g49120",0,1,4,5,18,7
"g49134",0,0,0,71,102,86
"g49146",0,0,0,6,27,18
"g49147",0,0,0,66,105,102
"g49163",0,0,0,21,14,12
"g49164",0,0,0,8,12,6
"g49165",0,2,3,40,67,38
"g49174",0,0,0,28,21,9
"g49175",0,0,0,13,17,14
"g49176",0,0,0,17,23,25
"g49177",0,0,0,7,4,18
"g49183",0,0,0,40,40,21
"g49184",0,2,0,25,11,17
"g49185",0,0,0,26,41,15
"g49192",0,0,0,17,17,6
"g49204",0,0,0,23,28,13
"g49205",0,0,0,8,10,3
"g49207",0,0,0,4,22,9
"g49211",0,0,0,25,55,35
"g49214",0,0,0,7,11,10
"g49215",0,0,0,12,20,8
"g49243",0,0,0,10,5,15
"g49250",0,0,1,9,8,7
"g49255",0,0,0,1,12,20
"g49256",0,0,0,9,61,41
"g49276",0,0,0,11,27,11
"g49277",0,0,0,23,18,15
"g49282",0,0,0,5,3,3
"g49290",0,0,0,9,17,20
"g49302",0,3,1,11,16,8
"g49334",0,0,0,13,26,19
"g49359",0,0,7,8,20,12
"g49389",0,0,1,4,4,6
"g49434",0,12,24,26,81,26
"g49440",0,0,0,1,14,2
"g49441",0,0,0,1,10,3
"g49444",0,0,0,6,10,17
"g49449",0,0,0,3,29,28
"g49450",0,0,0,37,55,44
"g49451",0,0,0,9,14,12
"g49460",0,0,0,3,10,7
"g49461",0,0,0,14,15,22
"g49465",0,0,0,2,6,5
"g49467",0,0,11,45,67,54
"g49468",0,0,2,6,10,10
"g49475",0,0,0,4,5,3
"g49476",0,0,0,3,12,8
"g49480",0,4,4,33,91,70
"g49481",0,0,0,23,45,30
"g49522",0,0,0,3,8,8
"g49553",0,0,0,5,45,12
"g49559",0,0,0,14,5,23
"g49562",0,0,0,10,11,10
"g49563",0,0,0,17,43,29
"g49564",0,0,0,10,15,16
"g49565",0,0,0,11,12,17
"g49570",0,0,0,37,66,96
"g49571",0,0,0,22,27,54
"g49572",0,0,0,5,7,18
"g49573",0,0,0,4,15,22
"g49575",0,0,0,10,11,19
"g49576",0,0,0,13,35,36
"g49579",0,0,0,6,13,20
"g49580",0,0,0,3,9,5
"g49581",0,0,0,25,39,55
"g49583",0,0,0,2,7,7
"g49585",0,0,0,5,6,4
"g49586",0,0,0,28,24,20
"g49587",0,0,0,18,23,24
"g49588",0,0,0,1,11,8
"g49590",0,0,0,2,9,8
"g49591",0,0,0,4,10,1
"g49592",0,0,1,12,15,19
"g49616",0,0,0,15,16,29
"g49626",0,0,0,2,5,2
"g49633",0,0,2,32,40,63
"g49672",0,0,1,6,9,9
"g49675",0,0,0,4,16,9
"g49677",0,0,0,5,11,3
"g49691",0,0,0,6,18,6
"g49692",0,0,0,1,18,5
"g49693",0,0,0,3,13,4
"g49694",0,0,0,10,22,7
"g49699",0,0,0,6,13,2
"g49700",0,2,0,4,11,7
"g49703",0,0,0,7,4,4
"g49717",0,0,0,3,18,4
"g49727",0,0,0,1,7,1
"g49732",0,0,0,6,43,43
"g49733",0,0,0,12,67,35
"g49738",0,0,0,7,16,13
"g49739",0,0,0,3,13,1
"g49740",0,0,0,6,18,3
"g49742",0,0,0,4,1,7
"g49743",0,0,0,6,10,4
"g49744",0,0,4,6,14,25
"g49746",0,0,0,8,29,13
"g49751",0,0,0,2,7,9
"g49754",0,0,0,6,12,13
"g49762",0,2,0,13,13,17
"g49763",0,0,0,36,31,57
"g49765",0,0,0,9,4,18
"g49767",0,0,0,6,2,12
"g49768",0,0,0,5,9,9
"g49773",0,0,0,5,3,6
"g49774",0,0,0,10,6,18
"g49775",0,0,0,4,2,12
"g49776",0,0,0,8,1,19
"g49779",0,0,0,23,13,38
"g49780",0,0,0,21,15,23
"g49781",0,0,0,8,2,9
"g49783",0,0,0,9,6,18
"g49785",0,0,0,7,19,28
"g49786",0,0,0,12,18,28
"g49787",0,0,0,8,9,6
"g49792",0,0,0,8,1,27
"g49793",0,0,0,2,9,3
"g49799",0,0,0,15,84,11
"g49800",0,0,0,17,72,11
"g49802",0,0,0,3,12,4
"g49803",0,0,0,13,37,14
"g49804",0,0,0,13,30,36
"g49805",0,0,0,21,30,44
"g49809",0,0,0,3,34,3
"g49810",0,0,0,5,26,3
"g49811",0,0,0,4,33,12
"g49818",0,0,0,5,37,9
"g49819",0,0,0,5,20,6
"g49820",0,0,0,6,24,16
"g49823",0,0,0,12,55,16
"g49824",0,0,0,22,58,22
"g49826",0,0,0,41,95,35
"g49828",0,0,0,18,46,13
"g49830",0,0,0,31,18,52
"g49831",0,0,0,23,9,42
"g49834",0,0,0,5,5,17
"g49835",0,0,0,9,4,22
"g49839",0,0,0,23,18,40
"g49840",0,0,0,11,14,19
"g49841",0,4,0,37,42,65
"g49861",0,0,0,10,41,17
"g49863",0,0,12,8,70,55
"g49916",0,0,0,24,44,38
"g49946",0,0,0,18,31,16
"g49974",0,0,7,13,30,13
"g49980",0,0,0,30,68,82
"g49981",0,0,0,74,79,64
"g49982",0,0,0,26,16,31
"g49983",0,0,0,52,60,51
"g49986",0,0,0,13,26,16
"g49987",0,0,0,27,27,11
"g49988",0,0,0,27,29,24
"g49990",0,0,0,19,32,41
"g49991",0,0,0,44,90,68
"g49992",0,0,0,19,17,27
"g49998",0,0,0,27,12,9
"g49999",0,0,0,11,27,18
"g50001",0,0,0,27,43,29
"g50002",0,0,0,14,24,25
"g50003",0,0,0,20,50,36
"g50004",0,0,0,12,19,10
"g50005",0,0,0,6,17,16
"g50007",0,0,0,36,30,47
"g50009",0,0,0,29,53,31
"g50010",0,0,0,44,98,70
"g50011",0,0,0,18,17,22
"g50015",0,0,0,13,18,31
"g50016",0,0,0,6,16,8
"g50018",0,0,0,41,30,24
"g50021",0,0,0,10,21,5
"g50027",0,0,0,17,22,6
"g50028",0,0,0,22,20,10
"g50029",0,0,0,15,13,35
"g50031",0,0,0,7,17,8
"g50032",0,0,0,5,11,6
"g50033",0,0,0,5,20,2
"g50034",0,0,0,2,3,1
"g50036",0,1,1,7,8,8
"g50037",0,0,0,3,13,11
"g50039",0,0,0,7,36,26
"g50040",0,0,0,12,43,11
"g50042",0,0,0,31,29,34
"g50043",0,0,0,50,92,47
"g50046",0,0,3,25,22,16
"g50048",0,0,0,8,12,6
"g50051",0,0,0,5,12,10
"g50052",0,0,0,5,8,11
"g50108",0,0,0,5,24,9
"g50110",0,0,0,32,67,37
"g50119",0,0,0,12,20,32
"g50123",0,0,0,27,24,45
"g50158",0,0,6,14,25,19
"g50159",0,0,0,15,35,20
"g50160",0,0,0,30,25,42
"g50161",0,0,0,18,37,26
"g50168",0,0,0,8,20,9
"g50169",0,0,0,49,52,58
"g50170",0,0,0,19,16,24
"g50171",0,0,0,42,31,34
"g50172",0,0,0,34,55,33
"g50175",0,0,0,4,3,7
"g50176",0,0,0,3,4,18
"g50177",0,0,0,1,5,13
"g50179",0,0,2,0,3,18
"g50195",0,0,0,17,38,23
"g50196",0,0,0,24,39,16
"g50197",0,0,0,6,35,21
"g50201",0,0,0,24,32,22
"g50202",0,0,0,2,4,1
"g50204",0,0,0,9,27,9
"g50206",0,5,0,12,36,0
"g50207",0,3,0,3,32,0
"g50208",0,0,1,12,13,27
"g50213",0,0,0,5,15,6
"g50214",0,0,0,19,59,31
"g50215",0,0,2,5,15,10
"g50216",0,0,0,16,6,11
"g50217",0,4,0,11,30,12
"g50218",0,0,0,16,53,34
"g50219",0,0,0,15,30,24
"g50220",0,0,0,14,53,11
"g50221",0,0,0,47,74,21
"g50222",0,0,0,14,16,11
"g50225",0,0,0,2,7,6
"g50230",0,0,0,9,15,8
"g50231",0,1,0,31,34,10
"g50233",0,1,0,5,13,2
"g50239",0,0,2,17,18,6
"g50245",0,4,0,38,70,50
"g50248",0,0,0,36,125,63
"g50249",0,0,0,38,35,39
"g50251",0,0,0,30,58,38
"g50252",0,0,0,18,23,28
"g50253",0,0,0,30,30,31
"g50255",0,0,0,5,18,10
"g50257",0,0,0,8,16,13
"g50261",0,0,0,9,22,22
"g50262",0,0,0,22,18,45
"g50270",0,0,4,9,24,15
"g50274",0,0,0,47,50,55
"g50275",0,0,0,12,35,26
"g50276",0,0,0,23,46,22
"g50277",0,0,0,18,27,15
"g50279",0,0,0,2,9,13
"g50280",0,0,0,10,39,36
"g50281",0,0,0,6,16,11
"g50282",0,0,0,7,12,5
"g50283",0,0,0,28,48,43
"g50284",0,0,0,41,52,39
"g50285",0,0,0,22,23,18
"g50286",0,0,0,42,67,44
"g50287",0,0,0,33,39,32
"g50288",0,0,0,40,46,47
"g50291",0,0,0,28,59,33
"g50292",0,0,0,24,26,14
"g50294",0,0,0,15,24,21
"g50295",0,0,0,32,57,55
"g50296",0,0,0,43,77,56
"g50297",0,0,0,34,27,34
"g50299",0,0,0,39,48,48
"g50300",0,0,0,10,34,34
"g50301",0,21,0,96,177,93
"g50303",0,0,0,8,35,26
"g50304",0,0,0,17,32,23
"g50305",0,0,0,17,23,13
"g50311",0,0,4,42,61,71
"g50312",0,0,0,23,23,33
"g50314",0,0,0,20,28,17
"g50315",0,0,0,17,31,24
"g50318",0,0,0,14,23,22
"g50319",0,0,0,17,29,9
"g50320",0,0,6,9,30,17
"g50321",0,0,0,12,38,25
"g50322",0,0,0,29,28,14
"g50327",0,0,0,20,53,48
"g50328",0,0,0,23,30,20
"g50330",0,0,0,36,58,40
"g50334",0,0,0,36,62,49
"g50339",0,0,0,11,12,22
"g50340",0,0,0,28,40,27
"g50342",0,0,0,8,33,17
"g50343",0,0,0,5,14,16
"g50349",0,0,0,5,6,6
"g50351",0,0,0,23,39,30
"g50352",0,0,0,16,25,20
"g50358",0,0,0,23,45,19
"g50359",0,0,0,20,31,26
"g50360",0,0,0,7,25,16
"g50363",0,0,0,13,15,22
"g50364",0,0,0,22,17,26
"g50367",0,0,0,29,56,50
"g50368",0,0,0,15,14,32
"g50372",0,0,0,22,28,27
"g50374",0,0,0,10,25,24
"g50375",0,0,0,12,27,21
"g50376",0,0,0,6,11,8
"g50377",0,0,0,20,30,15
"g50378",0,0,0,4,12,18
"g50387",0,0,0,24,24,14
"g50388",0,0,0,5,20,6
"g50391",0,0,0,6,32,22
"g50404",0,0,14,15,20,14
"g50411",0,0,16,116,120,158
"g50412",0,0,0,68,166,119
"g50414",0,0,0,17,70,46
"g50415",0,0,0,22,47,35
"g50416",0,0,0,29,40,22
"g50417",0,0,0,24,62,48
"g50420",0,6,1,31,37,29
"g50421",0,0,0,8,13,12
"g50422",0,0,0,27,35,35
"g50423",0,0,2,11,17,15
"g50424",0,2,0,19,10,13
"g50435",0,0,0,23,22,28
"g50437",0,0,0,38,55,49
"g50438",0,0,0,33,79,63
"g50445",0,0,0,11,16,21
"g50446",0,1,1,18,28,30
"g50448",0,0,0,28,47,49
"g50453",0,0,0,11,13,9
"g50456",0,0,0,16,11,18
"g50457",0,0,0,13,19,12
"g50458",0,0,0,11,50,43
"g50459",0,0,0,21,15,6
"g50461",0,0,0,13,39,36
"g50462",0,0,0,21,15,42
"g50467",0,0,0,12,14,14
"g50468",0,0,0,15,16,12
"g50470",0,0,3,22,55,49
"g50475",0,0,0,34,48,65
"g50480",0,0,0,8,3,6
"g50482",0,0,0,25,14,24
"g50490",0,0,0,29,15,36
"g50509",0,0,5,3,3,11
"g50510",0,0,0,3,1,3
"g50512",0,0,0,13,13,17
"g50517",0,0,0,9,5,9
"g50519",0,0,0,3,33,44
"g50521",0,0,0,6,21,23
"g50522",0,0,0,3,5,6
"g50539",0,0,0,28,30,20
"g50612",0,0,0,17,19,10
"g50613",0,0,0,2,2,1
"g50614",0,0,0,1,2,4
"g50615",0,0,0,11,19,7
"g50616",0,0,0,4,8,9
"g50617",0,0,0,4,8,8
"g50620",0,0,0,10,26,25
"g50621",0,0,0,56,102,78
"g50622",0,0,0,26,36,25
"g50624",0,0,0,28,43,39
"g50630",0,0,0,7,12,13
"g50678",0,0,0,3,3,6
"g50681",0,0,0,2,4,17
"g50683",0,0,0,21,23,23
"g50711",0,0,0,19,18,17
"g50712",0,0,0,5,16,8
"g50770",0,0,0,2,4,2
"g50772",0,2,0,12,14,15
"g50773",0,0,0,5,14,10
"g50776",0,0,1,12,26,14
"g50778",0,0,0,12,16,6
"g50779",0,0,0,8,28,28
"g50789",0,0,0,34,64,52
"g50792",0,0,0,17,28,18
"g50794",0,0,0,2,24,17
"g50796",0,0,0,19,27,36
"g50803",0,0,0,10,5,4
"g50804",0,0,0,7,14,14
"g50805",0,0,0,2,4,6
"g50806",0,0,0,3,9,8
"g50807",0,4,0,8,31,18
"g50808",0,0,0,8,12,16
"g50813",0,0,0,10,17,17
"g50816",0,0,0,7,5,6
"g50819",0,0,0,8,17,12
"g50832",0,0,0,10,15,18
"g50842",0,0,1,15,19,25
"g50843",0,0,0,13,23,43
"g50844",0,0,0,2,3,13
"g50846",0,0,0,11,11,18
"g50850",0,0,4,24,31,35
"g50855",0,0,0,7,9,19
"g50856",0,0,0,22,57,30
"g50859",0,4,2,5,21,17
"g50882",0,13,0,16,16,11
"g50914",0,0,0,16,18,27
"g50941",0,0,0,12,16,11
"g50942",0,0,0,17,31,26
"g50943",0,0,2,16,32,12
"g50957",0,0,0,8,42,9
"g50970",0,0,0,5,31,4
"g50971",0,0,0,6,35,5
"g50973",0,0,0,4,14,5
"g50976",0,0,0,7,21,10
"g50978",0,0,0,5,30,6
"g50980",0,4,0,4,4,3
"g50982",0,0,0,3,7,2
"g50985",0,0,0,3,7,1
"g50987",0,0,0,4,21,2
"g50989",0,0,0,9,49,5
"g50991",0,0,0,7,22,10
"g50993",0,0,0,3,23,6
"g50995",0,0,0,21,63,17
"g50998",0,0,0,3,18,2
"g51002",0,0,0,3,11,3
"g51004",0,3,0,25,21,22
"g51010",0,0,0,2,24,2
"g51020",0,0,3,7,65,38
"g51021",0,0,0,4,28,5
"g51024",0,0,0,6,38,3
"g51029",0,0,0,13,10,11
"g51030",0,0,0,34,74,46
"g51031",0,0,0,5,23,20
"g51033",0,0,0,9,8,8
"g51055",0,0,0,127,203,190
"g51059",0,0,0,20,33,38
"g51060",0,0,0,9,14,13
"g51061",0,0,0,54,65,71
"g51066",0,0,3,6,5,2
"g51074",0,0,0,11,19,16
"g51110",0,0,4,4,16,8
"g51115",0,0,0,30,19,16
"g51116",0,0,0,7,5,7
"g51125",0,0,1,7,16,12
"g51167",0,0,0,5,9,32
"g51168",0,22,4,11,15,33
"g51190",0,7,8,6,9,8
"g51191",0,0,0,2,3,11
"g51223",0,0,0,22,37,26
"g51233",0,0,0,12,21,23
"g51234",0,0,0,29,62,46
"g51247",0,0,0,16,20,18
"g51248",0,0,0,28,83,83
"g51249",0,0,0,8,28,20
"g51257",0,0,0,12,22,21
"g51260",0,0,0,12,12,20
"g51263",0,0,0,4,10,15
"g51265",0,0,0,5,3,6
"g51267",0,0,0,5,7,22
"g51269",0,5,0,18,32,48
"g51271",0,7,3,24,21,46
"g51274",0,0,0,5,5,18
"g51310",0,0,0,3,8,4
"g51315",0,0,2,26,16,15
"g51316",0,0,0,20,24,22
"g51322",0,0,0,40,85,57
"g51342",0,4,0,3,22,13
"g51358",0,0,0,26,16,38
"g51361",0,0,0,33,65,50
"g51362",0,0,0,37,20,25
"g51371",0,0,0,7,14,14
"g51388",0,0,0,13,29,9
"g51389",0,0,0,7,15,17
"g51390",0,0,0,6,13,18
"g51391",0,0,0,8,22,26
"g51394",0,9,0,7,15,22
"g51402",0,0,0,5,16,9
"g51405",0,0,0,3,23,8
"g51422",0,0,0,35,31,38
"g51425",0,0,0,3,4,6
"g51426",0,0,0,7,8,6
"g51427",0,0,0,5,12,11
"g51440",0,0,0,5,12,6
"g51441",0,0,0,11,10,8
"g51447",0,0,6,5,19,27
"g51448",0,3,0,3,9,9
"g51449",0,0,0,5,3,8
"g51450",0,0,0,46,60,58
"g51451",0,0,0,1,1,6
"g51459",0,0,0,6,14,48
"g51460",0,0,0,1,10,4
"g51461",0,3,3,3,11,18
"g51473",0,0,0,4,3,31
"g51474",0,0,0,6,13,37
"g51478",0,0,0,2,6,4
"g51499",0,0,0,16,27,64
"g51535",0,0,0,21,22,14
"g51536",0,1,0,8,9,10
"g51540",0,0,0,3,5,5
"g51547",0,0,5,51,55,80
"g51548",0,0,10,43,60,65
"g51549",0,0,4,19,27,39
"g51550",0,0,0,24,23,19
"g51551",0,0,0,35,46,44
"g51552",0,0,0,11,18,13
"g51553",0,0,0,8,30,31
"g51554",0,0,0,15,32,26
"g51555",0,0,0,12,30,32
"g51558",0,0,0,17,17,9
"g51559",0,0,0,25,34,6
"g51560",0,0,0,12,18,10
"g51561",0,0,0,28,38,25
"g51564",0,0,0,25,38,26
"g51565",0,0,0,9,22,22
"g51567",0,0,0,36,50,41
"g51568",0,0,0,5,34,8
"g51569",0,0,0,49,58,53
"g51572",0,0,0,21,28,25
"g51573",0,0,0,19,46,29
"g51574",0,0,0,7,8,8
"g51576",0,0,8,30,69,61
"g51577",0,3,7,5,6,13
"g51581",0,0,0,42,42,73
"g51583",0,0,0,13,28,22
"g51584",0,0,0,19,40,17
"g51611",0,0,0,13,13,18
"g51612",0,0,0,7,13,8
"g51614",0,0,0,9,25,15
"g51615",0,0,0,9,25,15
"g51628",0,3,2,12,23,11
"g51661",0,0,0,51,65,40
"g51680",0,0,0,4,3,2
"g51695",0,0,0,16,69,49
"g51696",0,0,0,21,22,20
"g51700",0,5,3,13,31,30
"g51701",0,0,0,2,8,3
"g51711",0,0,0,12,21,18
"g51729",0,0,0,19,47,38
"g51737",0,0,0,13,52,25
"g51739",0,0,0,9,32,42
"g51747",0,3,7,20,22,34
"g51797",0,0,0,35,27,17
"g51816",0,0,0,13,18,16
"g51831",0,0,0,18,29,24
"g51844",0,3,8,12,33,23
"g51852",0,1,0,37,32,38
"g51854",0,0,1,5,12,18
"g51855",0,0,0,6,11,12
"g51857",0,0,0,13,18,22
"g51858",0,0,0,7,15,37
"g51859",0,0,0,28,19,27
"g51860",0,0,0,30,41,27
"g51863",0,0,0,19,16,18
"g51864",0,0,0,11,20,31
"g51865",0,0,0,27,61,37
"g51866",0,0,0,13,18,14
"g51867",0,0,0,17,17,18
"g51868",0,0,0,20,24,24
"g51869",0,0,0,22,43,34
"g51871",0,0,0,27,39,44
"g51875",0,0,0,28,35,31
"g51876",0,0,0,16,19,23
"g51877",0,0,0,28,46,30
"g51878",0,0,0,19,26,24
"g51879",0,0,0,14,31,17
"g51880",0,0,0,22,44,56
"g51881",0,0,0,38,66,31
"g51882",0,0,0,21,50,45
"g51883",0,0,0,10,11,16
"g51884",0,2,2,13,31,25
"g51886",0,0,0,20,42,20
"g51887",0,0,0,25,43,27
"g51888",0,0,0,8,13,17
"g51889",0,0,0,17,50,19
"g51890",0,0,0,9,26,21
"g51891",0,0,0,38,72,53
"g51894",0,0,0,21,41,11
"g51895",0,0,0,26,29,17
"g51897",0,23,0,18,61,20
"g51898",0,0,0,11,20,12
"g51899",0,0,0,3,18,13
"g51900",0,0,0,15,22,24
"g51901",0,0,0,6,45,26
"g51902",0,0,0,73,132,91
"g51903",0,0,0,1,3,4
"g51904",0,0,0,30,41,22
"g51905",0,0,0,18,51,42
"g51906",0,0,0,26,30,29
"g51907",0,0,0,31,34,37
"g51908",0,1,0,37,85,37
"g51911",0,0,0,18,43,22
"g51912",0,0,0,9,42,28
"g51913",0,0,0,3,18,9
"g51914",0,0,0,38,58,29
"g51915",0,0,0,36,52,36
"g51916",0,0,0,38,34,21
"g51917",0,3,0,13,8,8
"g51918",0,0,0,10,33,18
"g51919",0,0,0,41,79,58
"g51921",0,0,0,25,30,28
"g51922",0,0,0,11,35,9
"g51923",0,0,0,3,28,14
"g51924",0,0,0,15,23,22
"g51925",0,0,0,48,61,55
"g51926",0,0,0,13,29,19
"g51927",0,0,0,10,18,20
"g51928",0,0,0,45,89,48
"g51929",0,0,0,10,25,34
"g51930",0,0,0,16,79,42
"g51932",0,0,15,13,32,11
"g51933",0,0,0,22,49,48
"g51954",0,0,0,22,21,15
"g51955",0,1,0,6,18,23
"g51956",0,0,0,42,55,29
"g51957",0,0,0,6,40,25
"g51958",0,0,0,67,95,41
"g51959",0,0,0,17,35,17
"g51960",0,0,0,15,36,15
"g51963",0,0,0,10,24,11
"g51964",0,0,0,3,8,11
"g51965",0,0,0,25,91,27
"g51969",0,2,0,17,11,2
"g51970",0,0,0,6,9,1
"g51972",0,0,0,18,55,19
"g51973",0,0,0,15,23,31
"g51974",0,0,0,6,12,27
"g51976",0,0,0,7,10,15
"g51977",0,0,0,39,71,19
"g51986",0,0,0,52,90,59
"g51992",0,0,1,34,41,15
"g51995",0,5,0,11,26,11
"g51996",0,0,0,26,76,52
"g51999",0,22,3,26,35,40
"g52000",0,0,0,29,78,81
"g52001",0,0,0,20,35,18
"g52027",0,0,0,11,14,6
